customer_key,customer_id,name,email,city,signup_date
5443,556,Customer 556,customer556@example.com,Semarang,2024-04-12
5444,226,Customer 226,customer226@example.com,Tangerang,2024-02-13
5445,227,Customer 227,customer227@example.com,Bandung,2023-10-13
5446,228,Customer 228,customer228@example.com,Bogor,2023-10-13
5447,229,Customer 229,customer229@example.com,Bandung,2024-10-18
5448,230,Customer 230,customer230@example.com,Semarang,2024-02-14
5449,231,Customer 231,customer231@example.com,Semarang,2023-12-06
5450,232,Customer 232,customer232@example.com,Jakarta,2023-04-29
5451,233,Customer 233,customer233@example.com,Bekasi,2023-07-02
5452,234,Customer 234,customer234@example.com,Medan,2023-09-29
5453,235,Customer 235,customer235@example.com,Jakarta,2023-04-22
5454,236,Customer 236,customer236@example.com,Medan,2024-03-20
5455,237,Customer 237,customer237@example.com,Bandung,2023-11-18
5456,238,Customer 238,customer238@example.com,Yogyakarta,2024-09-12
5457,239,Customer 239,customer239@example.com,Semarang,2023-04-29
5458,240,Customer 240,customer240@example.com,Yogyakarta,2024-08-13
5459,241,Customer 241,customer241@example.com,Tangerang,2023-09-18
5460,242,Customer 242,customer242@example.com,Jakarta,2024-12-26
5461,243,Customer 243,customer243@example.com,Yogyakarta,2023-01-02
5462,244,Customer 244,customer244@example.com,Semarang,2024-07-05
5463,245,Customer 245,customer245@example.com,Tangerang,2024-01-08
5464,246,Customer 246,customer246@example.com,Yogyakarta,2023-03-13
5465,247,Customer 247,customer247@example.com,Bandung,2024-09-30
5466,248,Customer 248,customer248@example.com,Bandung,2024-11-10
5467,249,Customer 249,customer249@example.com,Bogor,2023-11-04
5468,250,Customer 250,customer250@example.com,Semarang,2023-11-13
5469,251,Customer 251,customer251@example.com,Yogyakarta,2023-12-01
5470,252,Customer 252,customer252@example.com,Yogyakarta,2024-12-14
5471,253,Customer 253,customer253@example.com,Bekasi,2024-07-21
5472,254,Customer 254,customer254@example.com,Depok,2023-07-16
5473,255,Customer 255,customer255@example.com,Yogyakarta,2024-11-11
5474,256,Customer 256,customer256@example.com,Yogyakarta,2024-11-24
5475,257,Customer 257,customer257@example.com,Depok,2024-09-22
5476,258,Customer 258,customer258@example.com,Medan,2023-11-05
5477,259,Customer 259,customer259@example.com,Yogyakarta,2024-07-15
5478,260,Customer 260,customer260@example.com,Jakarta,2023-11-08
5479,261,Customer 261,customer261@example.com,Bekasi,2023-08-04
5480,262,Customer 262,customer262@example.com,Yogyakarta,2024-08-16
5481,263,Customer 263,customer263@example.com,Medan,2024-11-01
5482,264,Customer 264,customer264@example.com,Bandung,2024-04-21
5483,265,Customer 265,customer265@example.com,Surabaya,2024-03-28
5484,266,Customer 266,customer266@example.com,Tangerang,2024-06-07
5485,267,Customer 267,customer267@example.com,Surabaya,2023-06-23
5486,268,Customer 268,customer268@example.com,Bogor,2023-10-18
5487,269,Customer 269,customer269@example.com,Semarang,2024-11-10
5488,270,Customer 270,customer270@example.com,Medan,2023-12-10
5489,271,Customer 271,customer271@example.com,Bogor,2023-08-29
5490,272,Customer 272,customer272@example.com,Bekasi,2023-08-19
5491,273,Customer 273,customer273@example.com,Tangerang,2023-05-31
5492,274,Customer 274,customer274@example.com,Jakarta,2023-02-17
5493,275,Customer 275,customer275@example.com,Tangerang,2024-05-01
5494,276,Customer 276,customer276@example.com,Medan,2023-03-16
5495,277,Customer 277,customer277@example.com,Surabaya,2024-02-29
5496,278,Customer 278,customer278@example.com,Medan,2023-07-19
5497,279,Customer 279,customer279@example.com,Yogyakarta,2024-05-21
5498,280,Customer 280,customer280@example.com,Yogyakarta,2023-09-07
5499,281,Customer 281,customer281@example.com,Depok,2024-11-02
5500,282,Customer 282,customer282@example.com,Jakarta,2023-04-20
5501,283,Customer 283,customer283@example.com,Yogyakarta,2023-08-13
5502,284,Customer 284,customer284@example.com,Depok,2024-12-13
5503,285,Customer 285,customer285@example.com,Semarang,2024-04-20
5504,286,Customer 286,customer286@example.com,Jakarta,2024-07-24
5505,287,Customer 287,customer287@example.com,Tangerang,2023-05-05
5506,288,Customer 288,customer288@example.com,Surabaya,2023-05-17
5507,289,Customer 289,customer289@example.com,Surabaya,2024-11-14
5508,290,Customer 290,customer290@example.com,Semarang,2024-07-26
5509,291,Customer 291,customer291@example.com,Medan,2023-11-21
5510,292,Customer 292,customer292@example.com,Surabaya,2024-09-19
5511,293,Customer 293,customer293@example.com,Semarang,2024-03-12
5512,294,Customer 294,customer294@example.com,Semarang,2024-04-01
5513,295,Customer 295,customer295@example.com,Depok,2024-05-01
5514,296,Customer 296,customer296@example.com,Surabaya,2023-09-23
5515,297,Customer 297,customer297@example.com,Tangerang,2024-10-14
5516,298,Customer 298,customer298@example.com,Bekasi,2024-06-17
5517,299,Customer 299,customer299@example.com,Surabaya,2024-10-03
5518,300,Customer 300,customer300@example.com,Tangerang,2023-10-09
5519,301,Customer 301,customer301@example.com,Surabaya,2023-03-21
5520,302,Customer 302,customer302@example.com,Bekasi,2023-08-29
5521,303,Customer 303,customer303@example.com,Bekasi,2023-12-10
5522,304,Customer 304,customer304@example.com,Bandung,2024-07-07
5523,305,Customer 305,customer305@example.com,Bogor,2023-05-22
5524,306,Customer 306,customer306@example.com,Depok,2023-08-25
5525,307,Customer 307,customer307@example.com,Yogyakarta,2024-12-11
5526,308,Customer 308,customer308@example.com,Depok,2024-12-24
5527,309,Customer 309,customer309@example.com,Tangerang,2023-03-07
5528,310,Customer 310,customer310@example.com,Yogyakarta,2024-02-22
5529,311,Customer 311,customer311@example.com,Bandung,2024-07-09
5530,312,Customer 312,customer312@example.com,Surabaya,2024-03-01
5531,313,Customer 313,customer313@example.com,Jakarta,2023-07-31
5532,314,Customer 314,customer314@example.com,Yogyakarta,2024-02-03
5533,315,Customer 315,customer315@example.com,Medan,2024-12-13
5534,316,Customer 316,customer316@example.com,Jakarta,2024-08-12
5535,317,Customer 317,customer317@example.com,Yogyakarta,2024-05-03
5536,318,Customer 318,customer318@example.com,Jakarta,2023-12-27
5537,319,Customer 319,customer319@example.com,Bekasi,2024-02-04
5538,320,Customer 320,customer320@example.com,Yogyakarta,2024-07-05
5539,321,Customer 321,customer321@example.com,Semarang,2024-09-09
5540,322,Customer 322,customer322@example.com,Tangerang,2024-05-14
5541,323,Customer 323,customer323@example.com,Tangerang,2023-10-07
5542,324,Customer 324,customer324@example.com,Yogyakarta,2024-05-12
5543,325,Customer 325,customer325@example.com,Jakarta,2024-02-03
5544,326,Customer 326,customer326@example.com,Bandung,2024-11-15
5545,327,Customer 327,customer327@example.com,Yogyakarta,2023-06-19
5546,328,Customer 328,customer328@example.com,Surabaya,2023-05-11
5547,329,Customer 329,customer329@example.com,Medan,2024-06-30
5548,330,Customer 330,customer330@example.com,Jakarta,2024-02-08
5549,331,Customer 331,customer331@example.com,Medan,2024-07-31
5550,332,Customer 332,customer332@example.com,Jakarta,2023-03-27
5551,333,Customer 333,customer333@example.com,Yogyakarta,2023-05-19
5552,334,Customer 334,customer334@example.com,Surabaya,2023-07-06
5553,335,Customer 335,customer335@example.com,Jakarta,2023-09-24
5554,557,Customer 557,customer557@example.com,Jakarta,2023-05-28
5555,558,Customer 558,customer558@example.com,Yogyakarta,2024-11-01
5556,559,Customer 559,customer559@example.com,Depok,2023-03-18
5557,560,Customer 560,customer560@example.com,Surabaya,2023-09-29
5558,561,Customer 561,customer561@example.com,Bandung,2024-09-30
5559,562,Customer 562,customer562@example.com,Yogyakarta,2024-10-27
5560,563,Customer 563,customer563@example.com,Bogor,2023-12-03
5561,564,Customer 564,customer564@example.com,Semarang,2024-01-25
5562,565,Customer 565,customer565@example.com,Bandung,2024-10-03
5563,566,Customer 566,customer566@example.com,Surabaya,2024-07-08
5564,567,Customer 567,customer567@example.com,Jakarta,2024-09-24
5565,568,Customer 568,customer568@example.com,Bogor,2023-08-29
5566,569,Customer 569,customer569@example.com,Bekasi,2023-08-21
5567,570,Customer 570,customer570@example.com,Bogor,2024-03-20
5568,571,Customer 571,customer571@example.com,Bogor,2024-10-10
5569,572,Customer 572,customer572@example.com,Bogor,2024-03-30
5570,573,Customer 573,customer573@example.com,Depok,2024-12-11
5571,574,Customer 574,customer574@example.com,Bekasi,2023-01-30
5572,575,Customer 575,customer575@example.com,Jakarta,2023-11-29
5573,576,Customer 576,customer576@example.com,Jakarta,2023-10-28
5574,577,Customer 577,customer577@example.com,Bandung,2024-01-19
5575,578,Customer 578,customer578@example.com,Yogyakarta,2023-05-30
5576,579,Customer 579,customer579@example.com,Tangerang,2024-06-27
5577,580,Customer 580,customer580@example.com,Yogyakarta,2024-08-02
5578,581,Customer 581,customer581@example.com,Depok,2023-06-24
5579,582,Customer 582,customer582@example.com,Depok,2023-03-22
5580,583,Customer 583,customer583@example.com,Medan,2024-01-27
5581,584,Customer 584,customer584@example.com,Medan,2024-11-30
5582,585,Customer 585,customer585@example.com,Tangerang,2024-05-24
5583,586,Customer 586,customer586@example.com,Medan,2023-05-27
5584,587,Customer 587,customer587@example.com,Tangerang,2024-04-17
5585,588,Customer 588,customer588@example.com,Bekasi,2024-04-15
5586,589,Customer 589,customer589@example.com,Bekasi,2024-11-13
5587,590,Customer 590,customer590@example.com,Jakarta,2024-04-21
5588,591,Customer 591,customer591@example.com,Bekasi,2024-11-24
5589,592,Customer 592,customer592@example.com,Semarang,2023-06-11
5590,593,Customer 593,customer593@example.com,Bogor,2024-03-28
5591,594,Customer 594,customer594@example.com,Bandung,2024-08-24
5592,595,Customer 595,customer595@example.com,Bekasi,2024-10-16
5593,596,Customer 596,customer596@example.com,Yogyakarta,2024-12-07
5594,597,Customer 597,customer597@example.com,Bekasi,2024-04-12
5595,598,Customer 598,customer598@example.com,Bekasi,2023-07-23
5596,599,Customer 599,customer599@example.com,Yogyakarta,2024-05-09
5597,600,Customer 600,customer600@example.com,Bogor,2023-08-31
5598,601,Customer 601,customer601@example.com,Yogyakarta,2024-08-08
5599,602,Customer 602,customer602@example.com,Bandung,2024-08-11
5600,603,Customer 603,customer603@example.com,Bekasi,2024-12-17
5601,604,Customer 604,customer604@example.com,Bekasi,2023-01-23
5602,605,Customer 605,customer605@example.com,Yogyakarta,2023-10-09
5603,606,Customer 606,customer606@example.com,Jakarta,2024-08-02
5604,607,Customer 607,customer607@example.com,Jakarta,2024-09-12
5605,608,Customer 608,customer608@example.com,Surabaya,2023-10-21
5606,609,Customer 609,customer609@example.com,Tangerang,2024-09-13
5607,610,Customer 610,customer610@example.com,Bandung,2023-08-13
5608,611,Customer 611,customer611@example.com,Tangerang,2024-09-27
5609,612,Customer 612,customer612@example.com,Bekasi,2024-11-25
5610,613,Customer 613,customer613@example.com,Depok,2024-10-05
5611,614,Customer 614,customer614@example.com,Bogor,2024-10-04
5612,615,Customer 615,customer615@example.com,Jakarta,2023-11-13
5613,616,Customer 616,customer616@example.com,Surabaya,2023-02-04
5614,617,Customer 617,customer617@example.com,Medan,2024-01-09
5615,618,Customer 618,customer618@example.com,Depok,2023-04-03
5616,619,Customer 619,customer619@example.com,Bekasi,2023-12-01
5617,620,Customer 620,customer620@example.com,Yogyakarta,2023-06-29
5618,621,Customer 621,customer621@example.com,Tangerang,2023-05-16
5619,622,Customer 622,customer622@example.com,Semarang,2024-01-10
5620,623,Customer 623,customer623@example.com,Semarang,2024-05-28
5621,624,Customer 624,customer624@example.com,Bekasi,2023-06-18
5622,625,Customer 625,customer625@example.com,Bekasi,2024-05-08
5623,626,Customer 626,customer626@example.com,Bekasi,2023-12-13
5624,627,Customer 627,customer627@example.com,Bogor,2024-04-24
5625,628,Customer 628,customer628@example.com,Bogor,2023-05-25
5626,629,Customer 629,customer629@example.com,Tangerang,2024-11-23
5627,630,Customer 630,customer630@example.com,Yogyakarta,2024-07-24
5628,631,Customer 631,customer631@example.com,Bandung,2023-04-03
5629,632,Customer 632,customer632@example.com,Yogyakarta,2023-01-15
5630,633,Customer 633,customer633@example.com,Bekasi,2024-07-03
5631,634,Customer 634,customer634@example.com,Bogor,2024-04-10
5632,635,Customer 635,customer635@example.com,Bandung,2024-11-19
5633,636,Customer 636,customer636@example.com,Bekasi,2024-08-21
5634,637,Customer 637,customer637@example.com,Yogyakarta,2024-10-15
5635,638,Customer 638,customer638@example.com,Bandung,2023-04-21
5636,639,Customer 639,customer639@example.com,Tangerang,2024-04-27
5637,640,Customer 640,customer640@example.com,Jakarta,2024-09-26
5638,641,Customer 641,customer641@example.com,Semarang,2023-12-02
5639,642,Customer 642,customer642@example.com,Medan,2023-08-15
5640,643,Customer 643,customer643@example.com,Bogor,2024-10-12
5641,644,Customer 644,customer644@example.com,Surabaya,2024-12-18
5642,645,Customer 645,customer645@example.com,Bekasi,2024-10-26
5643,646,Customer 646,customer646@example.com,Yogyakarta,2023-04-30
5644,647,Customer 647,customer647@example.com,Depok,2023-02-16
5645,648,Customer 648,customer648@example.com,Jakarta,2023-11-08
5646,649,Customer 649,customer649@example.com,Surabaya,2023-04-29
5647,650,Customer 650,customer650@example.com,Bogor,2023-08-29
5648,651,Customer 651,customer651@example.com,Semarang,2023-05-19
5649,652,Customer 652,customer652@example.com,Yogyakarta,2024-04-09
5650,653,Customer 653,customer653@example.com,Bandung,2024-11-17
5651,654,Customer 654,customer654@example.com,Semarang,2024-03-05
5652,655,Customer 655,customer655@example.com,Medan,2023-06-08
5653,656,Customer 656,customer656@example.com,Yogyakarta,2024-11-01
5654,657,Customer 657,customer657@example.com,Bogor,2024-05-16
5655,658,Customer 658,customer658@example.com,Medan,2024-02-22
5656,659,Customer 659,customer659@example.com,Bekasi,2023-02-03
5657,660,Customer 660,customer660@example.com,Bandung,2023-08-11
5658,661,Customer 661,customer661@example.com,Surabaya,2024-03-31
5659,662,Customer 662,customer662@example.com,Tangerang,2024-01-07
5660,663,Customer 663,customer663@example.com,Bogor,2024-12-03
5661,664,Customer 664,customer664@example.com,Bandung,2024-07-11
5662,665,Customer 665,customer665@example.com,Bandung,2023-03-04
5663,666,Customer 666,customer666@example.com,Yogyakarta,2023-10-10
5664,667,Customer 667,customer667@example.com,Tangerang,2023-05-06
5665,668,Customer 668,customer668@example.com,Surabaya,2023-04-04
5666,669,Customer 669,customer669@example.com,Tangerang,2024-10-19
5667,670,Customer 670,customer670@example.com,Medan,2023-01-22
5668,671,Customer 671,customer671@example.com,Jakarta,2023-12-08
5669,672,Customer 672,customer672@example.com,Tangerang,2023-05-09
5670,673,Customer 673,customer673@example.com,Medan,2023-07-30
5671,674,Customer 674,customer674@example.com,Bogor,2024-07-21
5672,675,Customer 675,customer675@example.com,Tangerang,2024-08-23
5673,676,Customer 676,customer676@example.com,Tangerang,2023-08-27
5674,677,Customer 677,customer677@example.com,Bandung,2023-06-01
5675,678,Customer 678,customer678@example.com,Medan,2023-01-03
5676,679,Customer 679,customer679@example.com,Bekasi,2023-05-29
5677,680,Customer 680,customer680@example.com,Depok,2024-07-07
5678,681,Customer 681,customer681@example.com,Bekasi,2023-06-28
5679,682,Customer 682,customer682@example.com,Bogor,2024-11-07
5680,683,Customer 683,customer683@example.com,Jakarta,2023-05-15
5681,684,Customer 684,customer684@example.com,Jakarta,2024-01-02
5682,685,Customer 685,customer685@example.com,Tangerang,2024-08-25
5683,686,Customer 686,customer686@example.com,Bandung,2023-01-17
5684,687,Customer 687,customer687@example.com,Depok,2023-09-29
5685,688,Customer 688,customer688@example.com,Jakarta,2023-05-10
5686,689,Customer 689,customer689@example.com,Yogyakarta,2024-06-22
5687,690,Customer 690,customer690@example.com,Bogor,2023-03-07
5688,691,Customer 691,customer691@example.com,Surabaya,2024-04-04
5689,692,Customer 692,customer692@example.com,Bandung,2024-06-09
5690,693,Customer 693,customer693@example.com,Medan,2023-04-22
5691,694,Customer 694,customer694@example.com,Surabaya,2024-05-30
5692,695,Customer 695,customer695@example.com,Tangerang,2024-09-21
5693,696,Customer 696,customer696@example.com,Jakarta,2024-11-05
5694,697,Customer 697,customer697@example.com,Semarang,2023-11-05
5695,698,Customer 698,customer698@example.com,Surabaya,2024-10-20
5696,699,Customer 699,customer699@example.com,Jakarta,2023-03-04
5697,700,Customer 700,customer700@example.com,Surabaya,2024-02-16
5698,701,Customer 701,customer701@example.com,Yogyakarta,2024-12-03
5699,702,Customer 702,customer702@example.com,Bogor,2024-05-17
5700,703,Customer 703,customer703@example.com,Surabaya,2023-03-17
5701,704,Customer 704,customer704@example.com,Bogor,2023-11-26
5702,705,Customer 705,customer705@example.com,Medan,2023-06-01
5703,706,Customer 706,customer706@example.com,Bogor,2023-05-10
5704,707,Customer 707,customer707@example.com,Bekasi,2024-10-01
5705,708,Customer 708,customer708@example.com,Medan,2024-07-15
5706,709,Customer 709,customer709@example.com,Bandung,2024-01-26
5707,710,Customer 710,customer710@example.com,Medan,2024-06-27
5708,711,Customer 711,customer711@example.com,Bekasi,2024-04-09
5709,712,Customer 712,customer712@example.com,Semarang,2024-09-11
5710,713,Customer 713,customer713@example.com,Yogyakarta,2023-04-12
5711,714,Customer 714,customer714@example.com,Bogor,2024-11-01
5712,715,Customer 715,customer715@example.com,Semarang,2023-08-09
5713,716,Customer 716,customer716@example.com,Yogyakarta,2024-04-07
5714,717,Customer 717,customer717@example.com,Tangerang,2024-02-28
5715,718,Customer 718,customer718@example.com,Bandung,2024-04-09
5716,719,Customer 719,customer719@example.com,Yogyakarta,2024-03-01
5717,720,Customer 720,customer720@example.com,Bogor,2023-11-17
5718,721,Customer 721,customer721@example.com,Yogyakarta,2023-11-17
5719,722,Customer 722,customer722@example.com,Bekasi,2024-01-19
5720,723,Customer 723,customer723@example.com,Depok,2024-12-04
5721,724,Customer 724,customer724@example.com,Surabaya,2023-03-10
5722,725,Customer 725,customer725@example.com,Bogor,2023-03-29
5723,726,Customer 726,customer726@example.com,Bogor,2024-03-18
5724,727,Customer 727,customer727@example.com,Bogor,2024-01-17
5725,728,Customer 728,customer728@example.com,Depok,2024-07-23
5726,729,Customer 729,customer729@example.com,Jakarta,2024-08-23
5727,730,Customer 730,customer730@example.com,Semarang,2024-07-29
5728,731,Customer 731,customer731@example.com,Bandung,2024-11-17
5729,732,Customer 732,customer732@example.com,Bogor,2024-02-25
5730,733,Customer 733,customer733@example.com,Bandung,2024-11-12
5731,734,Customer 734,customer734@example.com,Yogyakarta,2023-02-22
5732,735,Customer 735,customer735@example.com,Bekasi,2024-09-06
5733,736,Customer 736,customer736@example.com,Bekasi,2023-12-27
5734,737,Customer 737,customer737@example.com,Bogor,2024-08-14
5735,738,Customer 738,customer738@example.com,Semarang,2023-08-06
5736,739,Customer 739,customer739@example.com,Depok,2024-11-03
5737,740,Customer 740,customer740@example.com,Surabaya,2023-08-18
5738,741,Customer 741,customer741@example.com,Bogor,2023-12-25
5739,742,Customer 742,customer742@example.com,Semarang,2024-01-12
5740,743,Customer 743,customer743@example.com,Bogor,2023-10-13
5741,744,Customer 744,customer744@example.com,Medan,2023-08-20
5742,745,Customer 745,customer745@example.com,Yogyakarta,2024-07-28
5743,746,Customer 746,customer746@example.com,Medan,2024-09-20
5744,747,Customer 747,customer747@example.com,Semarang,2023-01-27
5745,748,Customer 748,customer748@example.com,Medan,2024-11-04
5746,749,Customer 749,customer749@example.com,Bekasi,2023-01-30
5747,750,Customer 750,customer750@example.com,Depok,2023-10-07
5748,751,Customer 751,customer751@example.com,Bekasi,2023-12-14
5749,752,Customer 752,customer752@example.com,Bandung,2023-01-07
5750,753,Customer 753,customer753@example.com,Depok,2023-05-27
5751,754,Customer 754,customer754@example.com,Medan,2024-11-04
5752,755,Customer 755,customer755@example.com,Yogyakarta,2023-03-13
5753,756,Customer 756,customer756@example.com,Depok,2024-10-10
5754,757,Customer 757,customer757@example.com,Jakarta,2023-04-04
5755,758,Customer 758,customer758@example.com,Semarang,2023-08-09
5756,759,Customer 759,customer759@example.com,Yogyakarta,2024-03-05
5757,760,Customer 760,customer760@example.com,Surabaya,2023-12-16
5758,761,Customer 761,customer761@example.com,Depok,2024-01-14
5759,762,Customer 762,customer762@example.com,Bekasi,2023-11-29
5760,763,Customer 763,customer763@example.com,Medan,2024-09-02
5761,764,Customer 764,customer764@example.com,Bogor,2023-02-23
5762,765,Customer 765,customer765@example.com,Depok,2023-06-11
5763,766,Customer 766,customer766@example.com,Medan,2023-02-20
5764,767,Customer 767,customer767@example.com,Bogor,2023-10-06
5765,768,Customer 768,customer768@example.com,Surabaya,2024-11-08
5766,769,Customer 769,customer769@example.com,Yogyakarta,2024-05-12
5767,770,Customer 770,customer770@example.com,Medan,2024-03-28
5768,771,Customer 771,customer771@example.com,Yogyakarta,2023-10-07
5769,772,Customer 772,customer772@example.com,Tangerang,2024-06-08
5770,773,Customer 773,customer773@example.com,Bogor,2023-12-20
5771,774,Customer 774,customer774@example.com,Yogyakarta,2023-04-24
5772,775,Customer 775,customer775@example.com,Bekasi,2024-11-25
5773,776,Customer 776,customer776@example.com,Medan,2024-05-13
5774,777,Customer 777,customer777@example.com,Semarang,2024-11-14
5775,778,Customer 778,customer778@example.com,Bekasi,2023-02-16
5776,779,Customer 779,customer779@example.com,Tangerang,2024-02-09
5777,780,Customer 780,customer780@example.com,Medan,2023-02-26
5778,781,Customer 781,customer781@example.com,Jakarta,2023-07-29
5779,782,Customer 782,customer782@example.com,Bekasi,2023-08-05
5780,783,Customer 783,customer783@example.com,Depok,2023-09-19
5781,784,Customer 784,customer784@example.com,Bekasi,2023-12-02
5782,785,Customer 785,customer785@example.com,Bogor,2023-01-08
5783,786,Customer 786,customer786@example.com,Surabaya,2024-03-16
5784,787,Customer 787,customer787@example.com,Depok,2023-05-13
5785,788,Customer 788,customer788@example.com,Yogyakarta,2024-06-29
5786,789,Customer 789,customer789@example.com,Tangerang,2024-05-27
5787,790,Customer 790,customer790@example.com,Semarang,2024-11-15
5788,791,Customer 791,customer791@example.com,Bandung,2023-03-15
5789,792,Customer 792,customer792@example.com,Yogyakarta,2023-02-13
5790,793,Customer 793,customer793@example.com,Yogyakarta,2023-01-20
5791,794,Customer 794,customer794@example.com,Surabaya,2023-03-21
5792,795,Customer 795,customer795@example.com,Bandung,2024-08-12
5793,796,Customer 796,customer796@example.com,Yogyakarta,2024-08-10
5794,797,Customer 797,customer797@example.com,Yogyakarta,2024-12-27
5795,798,Customer 798,customer798@example.com,Yogyakarta,2023-10-24
5796,799,Customer 799,customer799@example.com,Bogor,2024-02-19
5797,800,Customer 800,customer800@example.com,Jakarta,2023-11-29
5798,801,Customer 801,customer801@example.com,Depok,2024-09-24
5799,802,Customer 802,customer802@example.com,Surabaya,2024-12-07
5800,803,Customer 803,customer803@example.com,Bandung,2023-04-01
5801,804,Customer 804,customer804@example.com,Yogyakarta,2023-04-19
5802,805,Customer 805,customer805@example.com,Tangerang,2024-03-22
5803,806,Customer 806,customer806@example.com,Medan,2024-02-15
5804,807,Customer 807,customer807@example.com,Semarang,2023-03-22
5805,808,Customer 808,customer808@example.com,Yogyakarta,2023-11-14
5806,809,Customer 809,customer809@example.com,Bandung,2023-08-15
5807,810,Customer 810,customer810@example.com,Bandung,2023-06-22
5808,811,Customer 811,customer811@example.com,Bogor,2024-06-06
5809,812,Customer 812,customer812@example.com,Bogor,2024-06-27
5810,813,Customer 813,customer813@example.com,Semarang,2023-07-18
5811,814,Customer 814,customer814@example.com,Bandung,2023-12-26
5812,815,Customer 815,customer815@example.com,Depok,2023-08-30
5813,816,Customer 816,customer816@example.com,Bogor,2023-05-30
5814,817,Customer 817,customer817@example.com,Bekasi,2023-07-22
5815,818,Customer 818,customer818@example.com,Depok,2024-09-08
5816,819,Customer 819,customer819@example.com,Depok,2024-11-02
5817,820,Customer 820,customer820@example.com,Bogor,2023-07-01
5818,821,Customer 821,customer821@example.com,Surabaya,2024-04-20
5819,822,Customer 822,customer822@example.com,Medan,2024-08-16
5820,823,Customer 823,customer823@example.com,Surabaya,2024-11-28
5821,824,Customer 824,customer824@example.com,Medan,2024-10-20
5822,825,Customer 825,customer825@example.com,Medan,2023-11-27
5823,826,Customer 826,customer826@example.com,Bandung,2023-06-04
5824,827,Customer 827,customer827@example.com,Surabaya,2023-03-11
5825,828,Customer 828,customer828@example.com,Surabaya,2024-03-28
5826,829,Customer 829,customer829@example.com,Bekasi,2023-10-09
5827,830,Customer 830,customer830@example.com,Medan,2023-02-27
5828,831,Customer 831,customer831@example.com,Bandung,2024-06-03
5829,832,Customer 832,customer832@example.com,Bogor,2023-11-14
5830,833,Customer 833,customer833@example.com,Surabaya,2024-04-07
5831,834,Customer 834,customer834@example.com,Jakarta,2023-02-28
5832,835,Customer 835,customer835@example.com,Bandung,2023-10-21
5833,836,Customer 836,customer836@example.com,Bogor,2024-10-22
5834,837,Customer 837,customer837@example.com,Bogor,2024-09-21
5835,838,Customer 838,customer838@example.com,Medan,2024-06-03
5836,839,Customer 839,customer839@example.com,Yogyakarta,2024-04-18
5837,840,Customer 840,customer840@example.com,Medan,2024-07-21
5838,841,Customer 841,customer841@example.com,Jakarta,2024-04-05
5839,842,Customer 842,customer842@example.com,Medan,2024-10-29
5840,843,Customer 843,customer843@example.com,Tangerang,2023-11-26
5841,844,Customer 844,customer844@example.com,Medan,2024-05-02
5842,845,Customer 845,customer845@example.com,Semarang,2023-06-04
5843,846,Customer 846,customer846@example.com,Jakarta,2024-04-06
5844,847,Customer 847,customer847@example.com,Bogor,2023-12-18
5845,848,Customer 848,customer848@example.com,Bogor,2024-05-31
5846,849,Customer 849,customer849@example.com,Depok,2023-02-10
5847,850,Customer 850,customer850@example.com,Tangerang,2024-12-25
5848,851,Customer 851,customer851@example.com,Surabaya,2024-03-25
5849,852,Customer 852,customer852@example.com,Semarang,2024-06-19
5850,853,Customer 853,customer853@example.com,Medan,2023-06-12
5851,854,Customer 854,customer854@example.com,Bandung,2024-01-17
5852,855,Customer 855,customer855@example.com,Bekasi,2024-02-01
5853,856,Customer 856,customer856@example.com,Yogyakarta,2023-12-13
5854,857,Customer 857,customer857@example.com,Medan,2023-02-23
5855,858,Customer 858,customer858@example.com,Bandung,2023-03-09
5856,859,Customer 859,customer859@example.com,Bandung,2023-04-07
5857,860,Customer 860,customer860@example.com,Semarang,2024-11-25
5858,861,Customer 861,customer861@example.com,Yogyakarta,2023-10-18
5859,862,Customer 862,customer862@example.com,Bekasi,2024-11-03
5860,863,Customer 863,customer863@example.com,Medan,2023-06-03
5861,864,Customer 864,customer864@example.com,Bandung,2023-03-25
5862,865,Customer 865,customer865@example.com,Medan,2024-11-10
5863,866,Customer 866,customer866@example.com,Depok,2023-12-25
5864,867,Customer 867,customer867@example.com,Bekasi,2024-11-02
5865,868,Customer 868,customer868@example.com,Yogyakarta,2023-05-13
5866,869,Customer 869,customer869@example.com,Medan,2024-12-26
5867,870,Customer 870,customer870@example.com,Bogor,2023-11-14
5868,871,Customer 871,customer871@example.com,Semarang,2024-01-21
5869,872,Customer 872,customer872@example.com,Bandung,2023-05-11
5870,873,Customer 873,customer873@example.com,Semarang,2023-04-06
5871,874,Customer 874,customer874@example.com,Yogyakarta,2024-06-04
5872,875,Customer 875,customer875@example.com,Bandung,2023-01-19
5873,876,Customer 876,customer876@example.com,Bandung,2023-11-13
5874,877,Customer 877,customer877@example.com,Depok,2023-08-08
5875,878,Customer 878,customer878@example.com,Bandung,2024-05-12
5876,879,Customer 879,customer879@example.com,Tangerang,2023-08-20
5877,880,Customer 880,customer880@example.com,Depok,2023-06-08
5878,881,Customer 881,customer881@example.com,Bogor,2023-10-30
5879,882,Customer 882,customer882@example.com,Bogor,2024-06-03
5880,883,Customer 883,customer883@example.com,Semarang,2024-06-23
5881,884,Customer 884,customer884@example.com,Jakarta,2024-11-08
5882,885,Customer 885,customer885@example.com,Bandung,2024-09-24
5883,886,Customer 886,customer886@example.com,Depok,2024-09-03
5884,887,Customer 887,customer887@example.com,Yogyakarta,2023-06-07
